1,1.5158922751089108,0.3432904295495973,2,0.24885155,3110.6443,0.0,0.0,1.5E-6,190.0,4,4,4,1
4,0.24646922352559386,1.1891168526033198,3,0.38238594,4779.824,0.30122033,79.281395,0.0,190.0,2,3,3,3
2,0.17743830848695552,0.19987140618917465,3,0.38238594,4779.824,0.30122033,79.281395,0.0,190.0,4,4,4,3
2,1.178359284963733,0.26667490575567854,3,0.38238594,4779.824,0.30122033,79.281395,0.0,190.0,3,3,4,1
3,0.3831434590108529,0.38301081181992913,2,0.24885155,3110.6443,0.0,0.0,1.5E-6,190.0,4,4,4,1
2,0.6774051227471887,0.5435763616288227,1,0.0,0.0,0.26471737,69.67379,3.0E-6,190.0,4,4,4,1
2,1.6404749136130476,1.2482698063022895,1,0.0,0.0,0.26471737,69.67379,3.0E-6,190.0,4,4,4,3
2,0.0380296006237586,1.7283374972690808,2,0.24885155,0.0,0.0,0.0,1.5E-6,190.0,2,3,3,5
1,4.517674550351387,0.34809625781952036,1,0.0,0.0,0.26471737,69.67379,3.0E-6,190.0,2,3,3,3
5,2.5247545923052144,2.1973743245711717,0,0.0,0.0,0.0,0.0,3.75E-6,190.0,3,3,4,1
1,0.27672956350869526,0.05171896194008241,1,0.0,0.0,0.26471737,69.67379,3.0E-6,190.0,3,4,4,3
3,3.988576370078306,1.981940017518184,1,0.0,0.0,0.26471737,69.67379,3.0E-6,190.0,5,4,4,1
4,1.9536529832362248,0.9468325480738713,3,0.38238594,4779.824,0.30122033,79.281395,0.0,190.0,4,4,4,1
2,1.3166351167442372,1.7694765189283999,3,0.38238594,4779.824,0.30122033,79.281395,0.0,190.0,2,3,3,3
1,1.2576299720067823,0.7831612146786142,0,0.0,0.0,0.0,0.0,3.75E-6,190.0,2,3,3,5
4,0.19834030069017672,0.4124036078578115,3,0.38238594,4779.824,0.30122033,79.281395,0.0,190.0,3,3,4,3
2,0.384928492941242,0.18754921303695937,3,0.38238594,4779.824,0.30122033,79.281395,0.0,190.0,4,4,4,3
3,0.4318847262133545,0.4585077972128033,2,0.24885155,0.0,0.0,0.0,1.5E-6,190.0,2,3,4,5
2,0.38436035177369376,0.20076161382968394,0,0.0,0.0,0.0,0.0,3.75E-6,190.0,3,3,3,5
1,2.715534937544362,0.1320496227610306,3,0.38238594,4779.824,0.30122033,79.281395,0.0,190.0,3,3,5,3
