3,2.692731847673599,0.8835580420371798,2,0.24353045,3044.1306,0.0,0.0,1.5E-6,90.0,4,4,4,1
3,0.52031035296352,0.9152757231653368,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,2,3,3,3
1,0.374578421215233,0.0027312934608971773,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,4,4,4,3
2,2.244601548815922,0.6153691107271015,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,5,4,4,1
2,-0.07359302220015707,0.1782517265437491,2,0.24353045,3044.1306,0.0,0.0,1.5E-6,90.0,4,4,4,1
1,4.2243157228458585,0.3037608574616115,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,4,4,4,1
4,0.10240038243716754,0.9009506086731562,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,2,3,3,3
5,0.3508414109885507,4.121278571832022,1,0.0,0.0,0.36542872,203.04897,3.0E-6,90.0,3,4,4,3
5,2.7192067920428826,2.028102901361308,0,0.0,0.0,0.0,0.0,3.75E-6,90.0,3,3,4,1
3,0.2727797025547716,0.7313554739824895,1,0.0,0.0,0.36542872,203.04897,3.0E-6,90.0,3,2,4,3
2,5.248481379651139,1.0123062077439045,1,0.0,0.0,0.36542872,203.04897,3.0E-6,90.0,5,4,4,1
4,1.1676224409645783,0.8813131884351151,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,4,4,4,1
1,2.7795494608698164,0.30656217480282066,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,2,3,3,3
6,1.7145112427590448,6.631326641347869,2,0.24353045,0.0,0.0,0.0,1.5E-6,90.0,3,3,3,5
2,0.41870484919979845,0.19203905934818977,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,3,3,4,3
3,2.4974743040559133,0.6459210728436346,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,4,4,4,1
6,0.3686379770625763,1.2645495609361888,0,0.0,0.0,0.0,0.0,3.75E-6,90.0,4,4,4,5
2,0.93898229888066,0.5456260778616979,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,5,4,4,1
7,6.836279943667734E9,5.052902188475426E9,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,4,4,5,3
3,0.512032311335247,1.1907978910248858,2,0.24353045,0.0,0.0,0.0,1.5E-6,90.0,2,3,3,5
6,0.7962906307017192,0.5715795561820869,3,0.15798016,1974.752,0.29123622,161.8242,0.0,90.0,5,4,4,1
1,-0.15583844054879137,0.16397684863795803,2,0.24353045,3044.1306,0.0,0.0,1.5E-6,90.0,3,3,4,1
